,id,title,all
4223,9464,Buffalo '66,vincentgallo vincentgallo christinaricci bengazzara mickeyrourke romance comedy crime drama prison gambling compulsivegambling
4224,49018,Insidious,jameswan patrickwilson rosebyrne tysimpkins barbarahershey horror thriller medium evilspirit housewarming aftercreditsstinger
4225,13820,Repo Man,alexcox harrydeanstanton emilioestevez traceywalter oliviabarash comedy crime sciencefiction thriller california cocaine future punk theory music police cult rocker ufo surrealism alien independentfilm conspiracy torture scientist violence killer cultfilm repossession
4226,18079,Nine Queens,fabiánbielinsky ricardodarín gastónpauls leticiabrédice maríamercedesvillagra crime drama thriller hotel conman stamp police partner money scam grifter conveniencestore swindle rarestamps
4227,127918,The Gatekeepers,drormoreh amiayalon avrahamshalom yaakovperi carmigillon documentary israel army intelligenceagency shinbet
4228,17113,The Ballad of Jack and Rose,rebeccamiller danielday-lewis camillabelle catherinekeener ryanmcdonald drama femalenudity runaway commune egg independentfilm arson incest illness environmentalism diabetic faceslap peepingtom scythe womandirector
4229,129139,The To Do List,maggiecarey aubreyplaza johnnysimmons billhader aliashawkat comedy romance sex sexuality irony sarcasm naivety blackhumor swimmingpool teenagegirl sexualhumor summer loveinterest summervacation fatherdaughterrelationship attraction highschoolstudent teenagesexuality clumsiness lifeguard immaturity awkwardness list womandirector publicpool femalesexuality virginity 1990s
4230,507,Killing Zoe,rogeravary ericstoltz juliedelpy jean-huguesanglade taithai action crime drama thriller paris prostitute robbery drugabuse aids bank jazz hostage nightlife kidnapping vault junkie bankrobber heroin friendship murder independentfilm pistol violence drug bankrobbery illegalprostitution hoodlum
4231,4012,The Believer,henrybean ryangosling summerphoenix theresarussell billyzane drama bomb jewry worldwarii jewishlife jew synagogue antisemitism independentfilm bombplanting
4232,14054,Snow Angels,davidgordongreen katebeckinsale samrockwell michaelangarano oliviathirlby drama romance suicide depression smalltown familyrelationships younglove
4234,10972,Session 9,bradanderson petermullan davidcaruso stephengevedon joshlucas horror mystery schizophrenia lunaticasylum psychology relation coin taperecorder potsmoking cellphone walkietalkie securityguard asbestos multiplepersonality tunnel lobotomy hazmatsuit
4235,13066,I Want Someone to Eat Cheese With,jeffgarlin jeffgarlin sarahsilverman bonniehunt ellefanning comedy romance independentfilm
4237,11908,Hatchet,adamgreen joeldavidmoore tamarafeldman deonrichmond kanehodder comedy horror neworleans alligator malefriendship ax swampf serialkiller
4238,3082,Modern Times,charliechaplin charliechaplin paulettegoddard henrybergman tinysandford drama comedy factory ambulance invention tramp greatdepression industrialrevolution slapstick machine pardon guilty
4239,39541,Stolen Summer,petejones aidanquinn bonniehunt kevinpollak eddiekayethomas drama family comedy 
4240,1961,My Name Is Bruce,brucecampbell brucecampbell gracethorsen tedraimi adamboyd comedy horror parody parallelworld
4241,51820,The Salon,markbrown dondrewhitfield kymwhitley monicacalhoun terrencehoward comedy independentfilm
4242,291362,Road Hard,adamcarolla adamcarolla dianefarr larrymiller mindyrobinson comedy roadtrip stand-upcomedy romanticcomedy travel
4243,30082,Forty Shades of Blue,irasachs dinakorzun riptorn darrene.burrows andrewhenderson drama romance independentfilm
4244,72913,Amigo,johnsayles chriscooper djqualls garretdillahunt yulvazquez drama history war ambush rebel rain village arrest friendship gunbattle soldier american
4245,23963,Pontypool,brucemcdonald stephenmchattie lisahoule georginareilly hrantalianak horror mystery sciencefiction discjockey radiostation winter survival zombie fear ontariocanada radiobroadcast talkradio zombieapocalypse trappedinbuilding
4246,29406,Trucker,jamesmottern michellemonaghan nathanfillion joeylaurenadams jimmybennett drama california sex bar motel highway reunion cancer independentfilm violence anger divorcee drunk trucker americana traffic
4248,104755,The Lords of Salem,robzombie sherimoonzombie brucedavison jeffdanielphillips judygeeson horror thriller witch coven salemmassachusetts satanic
4249,253306,Housebound,gerardjohnstone morganao'reilly rimatewiata glen-paulwaru cameronrhodes horror comedy thriller hauntedhouse father-in-law superstition housearrest basement mystery plottwist explodinghead securityguard gardenshears dentures homedetention
4250,29595,Wal-Mart: The High Cost of Low Price,robertgreenwald leescott donhunter jonhunter jeremyhunter documentary usa capitalism departmentstore protest community middleclass bigbusiness retailtrade consumerism business economics corporation walmart
4251,46729,Fetching Cody,davidray jaybaruchel sarahlind jimbyrnes neildenis comedy drama fantasy romance sciencefiction independentfilm
4253,137347,Closer to the Moon,naecaranfil verafarmiga markstrong harrylloyd antonlesser comedy drama bankrobbery
4254,290370,Mutant World,davidwinning kimcoates hollydeveaux ashanti ambermarshall sciencefiction winter mutant post-apocalyptic dystopia meteor politicsofscarcity
4255,426469,Growing Up Smith,franklotito roniakurati brightonsharbino jasonlee anjulnigam comedy family drama 
4256,356841,Checkmate,timothywoodwardjr. dannyglover seanastin vinniejones mischabarton thriller action crime 
4257,301325,#Horror,tarasubkoff tarynmanning natashalyonne chloësevigny balthazargetty drama mystery horror thriller 
4258,347755,Wind Walkers,russellfriedenberg zaneholtz glenpowell kiowagordon castillelandon action horror thriller 
4259,408,Snow White and the Seven Dwarfs,davidhand adrianacaselotti lucillelaverne harrystockwell royatwell fantasy animation family poison witch becominganadult sadness queen attemptedmurder dyinganddeath appearance princess candlelightvigil snowwhite
4260,44413,The Holy Girl,lucreciamartel maríaalché mercedesmorán carlosbelloso alejandrourdapilleta drama foreign hotel teenagegirl doctor womandirector spanishmovie
4261,39209,Shalako,edwarddmytryk seanconnery brigittebardot jackhawkins stephenboyd western nativeamerican gunfighter huntingparty
4262,48463,Incident at Loch Ness,zakpenn wernerherzog kitanabaker gabrielbeistain russellwilliamsii adventure comedy horror 
4263,394047,The Dog Lover,alexranarivelo allisonpaige jamesremar leathompson jaysonblair drama undercover dog animalwelfare animalrightsorganization puppymill animalrescues collegeintern
4264,312791,GirlHouse,jonknautz alicobrin erinagostino jamesthomas alicehunter horror thriller femalenudity sex shower sauna nudity securitycamera house webcam website murder lesbian maskedkiller slasher undressing violence homeinvasion maskedman internetchat sexscene internetporn securityguard disfiguredface pornactress skirt collegestudent rubbermask
4266,280381,House at the End of the Drive,davidworth jamesoliver jonathanmangum alisonraimondi angelajones thriller horror ghoststory
4267,2661,Batman,leslieh.martinson adamwest burtward leemeriwether cesarromero family adventure comedy sciencefiction crime submarine dccomics missile sharkattack rescue shark sharkrepelent blackcat superpowers
4268,100,"Lock, Stock and Two Smoking Barrels",guyritchie jasonflemyng dexterfletcher nickmoran jasonstatham comedy crime ambush alcohol shotgun tea joint machismo cocktail rifle marijuana cockneyaccent potsmoking hatchet antique cardsharp anger carjacking piano stripshow highstakes
4270,309,The Celebration,thomasvinterberg ulrichthomsen henningmoritzen thomasbolarsen paprikasteen drama suicide fathersonrelationship childabuse sexualabuse depression parentskidsrelationship secret birthday twinsister hotelier countryhouse daughter dogme95 familyreunion lecture child
4271,27845,Trees Lounge,stevebuscemi stevebuscemi chloësevigny carolkane markboonejunior comedy drama bar alcoholism independentfilm drinking
4272,25784,Journey from the Fall,hamtran kiềuchinh longnguyen diemlien jayveemaithehiep drama vietnam independentfilm
4273,52790,The Basket,richcowan petercoyote karenallen robertburke amberwillenborg drama 
4274,100275,Eddie: The Sleepwalking Cannibal,borisrodriguez thurelindhardt dylansmith georginareilly alaingoulem horror comedy cannibal sleepwalking artteacher
4275,295914,Queen of the Mountains,sadyksher-niyaz elinaabaikyzy azizmuradillayev nasiramambetov adiletusubaliyev drama action biography
4276,42033,Def-Con 4,pauldonovan lenorezann maurychaykin katelynch kevinking sciencefiction post-apocalyptic dystopia canuxploitation
4278,46415,Neal 'n' Nikki,arjunsablok udaychopra tanishamukherjee abhishekbachchan richapallod comedy romance musical
4279,38570,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,craigmoss bryancallen noureendewulf mirceamonroe stephenkramerglickman comedy duringcreditsstinger
4280,27588,Forget Me Not,tyleroliver carlyschroeder codylinley briegabrielle chloebridges drama horror romance independentfilm
4281,223,Rebecca,alfredhitchcock laurenceolivier joanfontaine georgesanders judithanderson drama mystery montecarlo basedonnovel agedifference secret obsession bride cornwall love suspense ruralsetting devotion housekeeper death estate costumeparty filmnoir secondwife
4282,9725,Friday the 13th Part 2,steveminer amysteel johnfurey adrienneking kirstenbaker horror thriller camping summercamp gore slasher bhorror brisbanequeensland
4283,28580,The Lost Weekend,billywilder raymilland janewyman phillipterry howarddasilva drama desperation weekend delirium addiction alcoholism writer alcoholic bats suicidalthoughts lowselfesteem filmnoir paranoid
4284,23730,C.H.U.D.,douglascheek johnheard danielstern christophercurry kimgreist horror sciencefiction monster mutant shower police bloodsplatter toxic independentfilm gore decapitation blood zombie newyorkcity cannibal policedetective flamethrower bum sewer policeinvestigation nuclearwaste hobo
4285,84197,Filly Brown,michaeld.olmos resmineatis babybash davidbianchi jorgediaz drama 
4287,19997,Niagara,henryhathaway marilynmonroe josephcotten jeanpeters maxshowalter crime drama thriller clocktower infidelity self-defense waterfall delirium murder morgue tourguide fear pursuit hitchcockian screaming unconsciousness filmnoir adultress
4288,43266,How Green Was My Valley,johnford walterpidgeon maureeno'hara roddymcdowall donaldcrisp drama wales ruralsetting coalmining
4289,278316,Da Sweet Blood of Jesus,spikelee feliciapearson zaraahabrahams elvisnolasco stevenhauck thriller comedy romance 
4290,1412,"Sex, Lies, and Videotape",stevensoderbergh andiemacdowell petergallagher jamesspader laurasangiacomo drama sexualobsession sex sexuality camcorder spanner orgasm videoband longing safesex interview voyeurism
4291,176,Saw,jameswan caryelwes dannyglover monicapotter michaelemerson horror mystery crime shotgun basedonshortfilm sadist pistol chained bludgeoning gameofdeath
4292,39939,Super Troopers,jaychandrasekhar jaychandrasekhar stevelemme kevinheffernan paulsoter comedy crime mystery alcohol radio policechief highway cops brokenlizard marijuana drughumor policecorruption aftercreditsstinger duringcreditsstinger shenanigans
4293,357834,The Algerian,giovannizelko benyoucef candicecoke harrylennix taraholt  
4294,215924,The Amazing Catfish,claudiasainte-luce lisaowen ximenaayala soniafranco wendyguillén comedy drama womandirector
4295,480,Monsoon Wedding,miranair naseeruddinshah lilletedubey vijayraaz tillotamashome comedy drama romance childabuse adultery arrangedmarriage bollywood wedding womandirector weddingarranger classsystem
4296,14295,You Can Count on Me,kennethlonergan lauralinney markruffalo matthewbroderick jontenney drama romance independentfilm
4297,11219,The Trouble with Harry,alfredhitchcock edmundgwenn johnforsythe shirleymaclaine mildrednatwick comedy mystery thriller smalltown chase wife leave murder suspense femalecorpse
4298,20770,But I'm a Cheerleader,jamiebabbit natashalyonne brandtwille budcort michellewilliams comedy comingout cheerleader homosexuality independentfilm lesbian lesbianinterest womandirector
4299,176124,Home Run,davidboyd scottelrod dorianbrown charleshenrywyson jamesdevoti drama baseball
4300,500,Reservoir Dogs,quentintarantino harveykeitel timroth michaelmadsen chrispenn crime thriller traitor jewelry psychopath thief heist betrayal mystery escape gang plangonewrong warehouse ensemblecast allmalecast toldinflashback heistgonewrong foreshadowing rendezvous iconic setinoneroom uneasyalliance ragtaggroup
4301,60400,The Blue Bird,walterlang shirleytemple springbyington nigelbruce galesondergaard drama family fantasy bird
4302,429,"The Good, the Bad and the Ugly",sergioleone eliwallach clinteastwood leevancleef aldogiuffrè western bountyhunter refugee gold antihero gallows hitman army outlaw shootout moralambiguity spaghettiwestern
4303,310569,The Second Mother,annamuylaert reginacasé micheljoelsas camilamárdila karineteles drama brazilian brazil pool motherdaughterrelationship architecture classdifferences housekeeper womandirector
4304,98369,Blue Like Jazz,stevetaylor marshallallman claireholt taniaraymonde justinwelborn drama comedy bookstore
4306,89750,"Pink Ribbons, Inc.",léapool samanthaking barbarabrenner barbaraehrenreich nancybrinker documentary marketing breastcancer corporatism womandirector
4308,86331,Desire,laurentbouhnik déborahrévy hélènezimmer gowandidi johnnyamaro drama romance france femalenudity sex sexuality love sexualfantasy romance unfaithfulness unsimulatedsex prostitution femalehomosexuality couple desire lesbiansex explicitsex economiccrisis sexualdisorder eroticmovie
4309,355629,The Blade of Don Juan,tomsanchez juancarlosmontoya rodrigoviaggio irmamaury antonioarrué drama comedy peru
4310,16433,Grand Theft Parsons,davidcaffrey johnnyknoxville christinaapplegate gabrielmacht marleyshelton crime comedy drama adventure 1970s rockstar chase musician independentfilm
4311,15544,Extreme Movie,adamjayepstein patrickj.adams ryanpinkston deniseboutte michaelcera comedy 
4312,43884,The Charge of the Light Brigade,michaelcurtiz errolflynn oliviadehavilland patricknowles henrystephenson action adventure drama war ambush britisharmy fort invasion attack heroism massacre india cavalry tragicdeath epicbattle crimea fiancée brothers brotherslovesamewoman thelightbrigade horses britishlancers societyball
4313,107315,Below Zero,justinthomasostensen edwardfurlong michaelberryman kristinbooth michaeleisner thriller horror screenwriter
4315,13064,Airborne,robbowman shanemcdermott sethgreen brittneypowell chrisconrad action adventure comedy sport rollerblade
4316,59917,Cotton Comes to Harlem,ossiedavis godfreycambridge raymondst.jacques calvinlockhart judypace action adventure blaxploitation
4317,157422,The Wicked Within,jayalaimo siennaguillory giannicapaldi enzocilenti michelehicks horror 
4318,310933,Bleeding Hearts,dylanbank robertloggia charlesdurning tonytodd dustindiamond horror 
4319,7553,Waiting...,robmckittrick ryanreynolds annafaris justinlong davidkoechner comedy decision waiter hostess trainee grossout employeremployeerelationship speakinggerman glasspipe screaming
4320,12877,Dead Man's Shoes,shanemeadows paddyconsidine garystretch tobykebbell johartley drama thriller crime rageandhate brother revenge punishment homemoviefootage
4321,39895,From a Whisper to a Scream,jeffburr vincentprice clugulager terrykiser rosalindcash comedy horror civilwar narration voodoo necrophilia anthology librarian freakshow
4323,55616,Dracula: Pages from a Virgin's Diary,guymaddin wei-qiangzhang tarabirtwhistle davidmoroni cindymariesmall horror dracula independentfilm
4324,29697,Faith Like Potatoes,regardtvandenbergh frankrautenbach jeanneneilson hamiltondlamini seancameronmichael drama christianfilm food
4325,50037,Beyond the Black Rainbow,panoscosmatos michaelrogers scotthylands marilynnorry evaallan fantasy sciencefiction horror commune suspense maddoctor captive drugged aftercreditsstinger
4326,94329,The Raid,garethevans ikouwais joetaslim donnyalamsyah yayanruhian action thriller crime crimeboss tenement highrise monitor towerblock jakartaindonesia swat swatteam
4327,53502,The Dead Undead,matthewr.anderson lukegoss joshuaalba matthewr.anderson laurachinn horror sciencefiction action vampire zombie vanityproject madcowdisease
4329,289,Casablanca,michaelcurtiz humphreybogart ingridbergman paulhenreid clauderains drama romance lovetriangle corruption spy resistance casablanca emigration visa patriotism nationalism concentrationcamp nazis war melodrama filmnoir
4330,27374,Lake Mungo,joelanderson taliazucker rosietraynor davidpledger martinsharpe horror thriller supernatural drama
4331,26815,Rocket Singh: Salesman of the Year,shimitamin ranbirkapoor sumeetdarshandobhal gauharkhan shazahnpadamsee drama comedy romance ambition bollywood business india strugglingcareer
4332,811,Silent Running,douglastrumbull brucedern cliffpotts ronrifkin jessevint adventure drama sciencefiction spacemarine sunlight plants spacetravel saturn biotope greenhouse dystopia space food robot spacestation
4333,1366,Rocky,johng.avildsen sylvesterstallone taliashire burtyoung carlweathers drama underdog philadelphia transporter italo-american fight loveofone'slife publicity boxer independence boxingmatch training lovers surprise worldchampion amateur victory
4335,5769,Tom Jones,tonyrichardson albertfinney susannahyork hughgriffith edithevans adventure comedy history romance fromragstoriches tutor squire
4336,277685,Unfriended,levangabriadze shelleyhennig mosesjacobstorm reneeolstead williampeltz horror thriller computer bullying revenge internet teenager violence internetchat humiliation death extramaritalaffair vengefulghost computerscreen ghost onenight foundfootage skype facebook blender
4337,103,Taxi Driver,martinscorsese robertdeniro cybillshepherd harveykeitel jodiefoster crime drama vietnamveteran taxi obsession drugdealer nightshift vigilante alienation misanthrope shottodeath illegalprostitution loner
4338,11298,The Howling,joedante patrickmacnee dennisdugan christopherstone belindabalaski drama horror insaneasylum werewolf newswoman
4339,646,Dr. No,terenceyoung seanconnery ursulaandress josephwiseman jacklord adventure action thriller londonengland england assassination spy casino exoticisland cardgame spacemarine intelligence jamaica secretbase secretmission baccarat secretorganization secretintelligenceservice nuclearradiation villain secretagent atomicreactor
4340,93856,Chernobyl Diaries,bradleyparker jessemccartney jonathansadowski oliviataylordudley ingridbolsøberdal horror thriller radiation ukraine nuclearradiation tourist nuclearpowerplant stranded desertedtown pripyat
4341,9003,Hellraiser,clivebarker andrewrobinson clarehiggins ashleylaurence seanchapman horror underworld seduction supernatural pinhead revenge undead demon puzzlebox attic cenobites bodyhorror
4342,347126,God's Not Dead 2,haroldcronk hayleyorrantia melissajoanhart jessemetcalfe davida.r.white drama christian
4343,10092,Cry_Wolf,jeffwadlow julianmorris lindybooth jaredpadalecki jonbonjovi horror thriller murder serialkiller student rumor
4344,10643,Godzilla 2000,takaookawara takehiromurata naominishida mayusuzuki hiroshiabe adventure horror action sciencefiction japan monster flyingsaucer godzilla city kaiju
4345,46705,Blue Valentine,derekcianfrance ryangosling michellewilliams mikevogel johndoman drama romance dancing nurse depression classroom bridge marriage truck love dysfunctionalfamily children
4346,546,Transamerica,duncantucker felicityhuffman kevinzegers elizabethpeña dannyburstein drama individual gay newyork usa missionary fathersonrelationship sexualidentity transsexuality runaway sexualabuse waitress parentskidsrelationship drugaddiction cocaine women'ssexualidentity hustler newidentity motel therapist pornactor roadtrip independentfilm losangeles transgender stolencars hitchhike
4347,76487,The Devil Inside,williambrentbell fernandaandrade simonquarterman evanhelmuth ionutgrama thriller horror rome exorcism death demonicpossession foundfootage
4348,5722,Beyond the Valley of the Dolls,russmeyer dollyread cynthiamyers marciamcbroom johnlazar comedy drama thriller pop popstar musical
4349,39833,Love Me Tender,robertd.webb richardegan debrapaget elvispresley robertmiddleton drama action western music romance civilwar
4350,1781,An Inconvenient Truth,davisguggenheim algore billywest ronaldreagan georgew.bush documentary climatechange greenhouseeffect climate earth globalwarming politics truth crisis nature environment science audience
4351,18712,Sands of Iwo Jima,allandwan johnwayne johnagar adelemara forresttucker action drama history war sergeant iwojima
4352,7944,Shine a Light,martinscorsese mickjagger keithrichards charliewatts ronniewood documentary music newyork filmdirector legend song public rollingstones rock guest musicvideo music concert theatremilieu performance
4353,171424,The Green Inferno,eliroth lorenzaizzo ariellevy skyferreira nicolasmartinez action adventure horror thriller chile gore jungle extremeviolence cannibal southamerica
4354,361475,Departure,andrewsteggall julietstevenson alexlawther phénixbrossard finbarlynch drama romance family gay
4355,113947,The Sessions,benlewin johnhawkes helenhunt williamh.macy moonbloodgood drama romance comedy cat virgin narration wheelchair graduation sexualarousal judaism poweroutage intimate catholicchurch sexualawakening malevirgin womancrying spongebath catholicpriest jealoushusband ironlung sexsurrogate polio cryingwoman poliovictim jewishman truelifecharacter gurney sexualpleasure pitysex jewishconvert handicapsex sexualexploration nakedwoman thriftstore
4356,18570,"Food, Inc.",robertkenner michaelpollan ericschlosser richardlobb vinceedwards documentary foodindustry monsanto organicfood sustainable griculture corn
4358,41469,Next Stop Wonderland,bradanderson hopedavis philipseymourhoffman hollandtaylor alangelfant comedy drama romance independentfilm
4359,244772,The Skeleton Twins,craigjohnson kristenwiig billhader lukewilson tyburrell drama newyork adultery confession brothersisterrelationship infidelity bisexuality rejection cowardice reunion deathoffather motherdaughterrelationship lesbian inthecloset teacherstudentrelationship mothersonrelationship lgbt gayleadcharacter gaybrother estrangement fraternaltwins newager twinsynchronization
4360,50837,Martha Marcy May Marlene,seandurkin elizabetholsen hughdancy johnhawkes sarahpaulson drama thriller sexualabuse cult boundaryviolations mumblegore
4361,248774,Obvious Child,gillianrobespierre jennyslate jakelacy gabyhoffmann paulbriganti comedy romance independentfilm womandirector
4362,10183,Frozen River,courtneyhunt melissaleo mistyupham charliemcdermott johncanoe drama humantrafficking womandirector
4363,159014,20 Feet from Stardom,morganneville bettemidler mickjagger sting sherylcrow documentary music 
4364,32456,Two Girls and a Guy,jamestoback robertdowneyjr. natashagregsonwagner heathergraham angeldavid drama romance love revenge loft analingus actor
4365,49963,Walking and Talking,nicoleholofcener catherinekeener anneheche lievschreiber randallbatinkoff comedy drama romance independentfilm womandirector
4367,22597,The Broken Hearts Club: A Romantic Comedy,gregberlanti benweber timothyolyphant mattmcgrath zachbraff comedy drama romance gay roommate malefriendship invitrofertilisation romanticcomedy lesbianrelationship gayrelationship gayinterest
4368,9707,Bubba Ho-tep,doncoscarelli brucecampbell ossiedavis ellajoyce heidimarnhout comedy horror thriller mystery fantasy johnf.kennedy elvispresley
4371,56666,Fiza,khalidmohammed hrithikroshan karismakapoor jayabachchan neha drama foreign romance suicide lossofbrother laughing jihad love racialtension
4372,8675,Orgazmo,treyparker treyparker dianbachar mattstone ronjeremy comedy pornography sex secret fight star superhero independentfilm wedding crime mormon womandirector sidekick henchmen
4373,13132,All the Real Girls,davidgordongreen paulschneider zooeydeschanel dannymcbride mauricecompte drama romance southernusa smalltown virgin independentfilm bestfriend
4375,46989,Blue Car,karenmoncrieff margaretcolin agnesbruckner davidstrathairn francesfisher drama independentfilm womandirector
4376,192132,Palo Alto,giacoppola emmaroberts jackkilmer natwolff jamesfranco drama highschool soccer teenager oldermanyoungerwomanrelationship teenagesexuality womandirector
4377,24424,Ajami,scandarcopti fouadhabash nisrinerihan eliassaba youssefsahwani crime drama 
4378,13198,Wristcutters: A Love Story,gorandukic patrickfugit shannynsossamon sheawhigham lesliebibb comedy drama fantasy romance independentfilm break-up ex-boyfriendex-girlfriendrelationship rollingacigarette autocide recordplayer hypodermicneedle missingpet headinoven grocerystore armincast guninmouth toast listeningtomusic
4379,244267,I Origins,mikecahill michaelpitt britmarling astridbergès-frisbey stevenyeun sciencefiction drama independentfilm eyes molecularbiologist
4380,21413,The Battle of Shaker Heights,kylerankin shialabeouf eldenhenson amysmart billykay comedy drama romance fantasy enemy sister highschool battlefield bully teenager strategy addict
4381,123678,The Act of Killing,joshuaoppenheimer anwarcongo hermankoto syamsularifin ibrahimsinik documentary corruption war indonesia
4383,39183,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,paulcrowder pelé franzbeckenbauer carlosalberto raphaeldelasierra documentary newyork beckenbauer pele
4384,62402,Guiana 1838,rohitjagessar aasheekaabathija thomasgarvey kumargaurav rufusgraham drama guyana 19thcentury
4385,206412,Lisa Picard Is Famous,griffindunne laurakirk natdewolf griffindunne daniellondon  
4386,201132,Antarctica: A Year on Ice,anthonypowell genevievebachman williambrotman michaelchristiansen tomhamann drama adventure documentary biography antarctica
4388,112456,Hardflip,johnnyremo randywayne johnschneider rosannaarquette seanmichaelafable drama action skateboarding forgiveness sport familyrelationships aftercreditsstinger
4389,20296,Chocolate: Deep Dark Secrets,vivekagnihotri anilkapoor sunilshetty arshadwarsi emraanhashmi thriller 
4390,25983,The House of the Devil,tiwest jocelindonahue maryworonov gretagerwig ajbowen mystery horror ritual cult independentfilm humansacrifice eclipse satanicritual mumblegore
4392,16155,Safe Men,johnhamburg samrockwell stevezahn paulgiamatti markruffalo comedy crime robbery organizedcrime gangster safecracker roshhashanah
4393,46727,Speedway Junky,nickolasperry jessebradford jordanbrower jonathantaylorthomas darylhannah romance drama crime racingcar growingup scam maleprostitute
4394,55180,The Last Big Thing,danzukovic danzukovic markruffalo sibelergener jameslorinz comedy drama magazine independentfilm counter-culture model arrogance
4395,29015,The Specials,craigmazin jordanladd roblowe jamiekennedy thomashadenchurch action comedy superhero
4397,18206,Alone With Her,ericnicholas colinhanks anaclaudiatalancón jordanaspiro jonathontrent crime drama romance thriller obsession hiddencamera stalker independentfilm invasionofprivacy voyeurism
4398,320146,Creative Control,benjamindickinson benjamindickinson norazehetner dangill alexiarasmussen drama sciencefiction virtualreality blackandwhite
4399,13856,Special,halhaberman michaelrapaport joshpeck robertbaker jackkehler drama fantasy sciencefiction hallucination superhero independentfilm
4400,219716,Sparkler,darrenstein parkoverall veronicacartwright freddieprinzejr. donharvey  
4402,56491,In Her Line of Fire,briantrenchard-smith marielhemingway davidkeith davidmillbern jillbennett drama action thriller rebel usapresident hostage airplane
4403,99826,The Jimmy Show,frankwhaley frankwhaley carlagugino ethanhawke lynncohen comedy drama stand-upcomedy
4404,186935,Heli,amatescalante armandoespitia andreavergara lindagonzalez juaneduardopalacios crime drama drugcartel extremeviolence
4406,19344,Loving Annabelle,katherinebrooks erinkelly dianegaidry laurabreckenridge michellehorn drama romance bisexuality australia twinbrother friends melbourne teacher lesbian lgbt womandirector
4407,242083,Hits,davidcross meredithhagner mattwalsh jamesadomian jakecherry drama comedy talent delusion fame teenager viralvideo
4409,26673,Frat Party,robertbennett randywayne carolined'amore jarebdauplaise laurenc.mayhew comedy romance sport
4410,41830,The Party's Over,guyhamilton oliverreed clifforddavid annlynn louisesorel drama londonengland beatnik
4412,63287,The Poker House,loripetty jenniferlawrence selmablair bokeemwoodbine chloëgracemoretz drama rape drugabuse independentfilm
4413,335874,Childless,charlielevi barbarahershey joemantegna dianevenora jamesnaughton  
4414,34592,ZMD: Zombies of Mass Destruction,kevinhamedani janettearmand dougfahl cooperhopkins billjohns horror racist religion
4415,92635,Snow White: A Deadly Summer,daviddecoteau shanleycaswell maureenmccormick ericroberts timabell horror thriller 
4417,96534,My Last Day Without You,stefanc.schaefer kenduken nicolebeharie rege.cathey marleneforte comedy drama romance 
4419,272724,Doc Holliday's Revenge,daviddecoteau tomberenger ashleyhayes ericroberts bartvoitila western 
4420,84178,Black Rock,katieaselton katebosworth lakebell jaypaulson katieaselton thriller horror friends remoteisland womandirector
4421,101179,Truth or Dare,robertheath liamboyle jackgordon florencehall davidoakes horror thriller mystery 
4422,52462,The Pet,d.stevens pierredulat andreaedmondson summernguyen lydiamclane drama thriller independentfilm
4423,269057,Bang Bang Baby,jeffreyst.jules janelevy peterstormare justinchatwin davidreale sciencefiction drama music smalltown rockstar musical idol teenager 1960s chemicalleak mutations
4424,287524,Fear Clinic,roberthall thomasdekker robertenglund cleopatracoleman fionadourif horror phobia doctor fear
4425,206213,Zombie Hunter,kevinking martincopping dannytrejo clareniederpruem terryguthrie comedy action sciencefiction thriller mutant post-apocalyptic zombie
4427,29146,Charly,ralphnelson cliffrobertson clairebloom liliaskala leonjanney drama romance sciencefiction experiment mouse intelligencetest genius
4428,207769,Banshee Chapter,blairerickson tedlevine katiawinter michaelmcmillian moniquecandelaria horror thriller lsd government conspiracy tension videocamera druguse writer desert radiobroadcast mindbender numberstations lovecraftian mkultra experimentaldrug
4429,271185,Ask Me Anything,allisonburnett brittrobertson christianslater justinlong martinsheen drama mystery thriller college blog darksecrets
4430,29731,And Then Came Love,richardschenkman kevindaniels michaelboatman jeremygumbs earthakitt comedy romance 
4432,654,On the Waterfront,eliakazan marlonbrando karlmalden leej.cobb rodsteiger crime drama murder suspense union dock longshoreman pigeon
4433,91070,L!fe Happens,katcoiro krystenritter katebosworth rachelbilson geoffstults comedy baby roommate friendship single losangeles dating pregnancy womandirector
4434,2009,"4 Months, 3 Weeks and 2 Days",cristianmungiu anamariamarinca lauravasiliu vladivanov alexandrupotocean drama rape hotelroom totalitarianregime cohabitant femalefriendship dormitory bestfriend contraception romaniannewwave
4435,323270,The Horror Network Vol. 1,josephgraham nickfrangione artemmishin jancornet briandorton horror anthology
4436,2652,Hard Candy,davidslade patrickwilson ellenpage sandraoh odessarae drama thriller suicide rape agedifference photographer ice shower menace lie pedophilia manipulation bedroom sadism electricshock coffeeshop castration insanity vigilante sociopath deception neighbor teenagegirl crying torture sadist pedophile cruelty oldermanyoungerwomanrelationship oneday justice drinking rooftop heldcaptive mentalillness threat sexualtorture screaming electricaltorture childhoodsexualabuse photostudio verbalabuse
4437,9813,The Quiet,jamiebabbit elishacuthbert camillabelle ediefalco martindonovan drama thriller depression christmasparty deaf-mute daughter highschoolsports bloodsplatter independentfilm motherdaughterrelationship incest womandirector
4438,60421,Circumstance,maryamkeshavarz nikohlboosheri sarahkazemy rezasixosafai soheilparsa drama sexualidentity lesbianrelationship homosexuality womandirector
